GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US53033025102,53033025102,"Census Tract 251.02, King County, Washington",7878,433,7354,420,3605,453,415,204,124,185,2452,530,29,48,0,17,729,249,11,17,718,249,524,121,229,212,0,17,0,17,0,17,0,17,184,185,111,144,101,142,10,20
1400000US53033025200,53033025200,"Census Tract 252, King County, Washington",8588,427,7357,455,4573,380,481,160,45,40,1774,295,47,57,17,27,420,227,0,17,420,227,1231,387,612,338,44,50,0,17,0,17,0,17,506,361,69,98,58,95,11,19
1400000US53033025301,53033025301,"Census Tract 253.01, King County, Washington",6525,495,5801,479,3530,377,487,290,26,35,1285,375,0,17,0,17,473,188,11,18,462,185,724,311,218,104,0,17,0,17,22,33,0,17,453,352,31,45,0,17,31,45
1400000US53033025302,53033025302,"Census Tract 253.02, King County, Washington",5360,506,4638,586,2494,441,903,298,13,20,715,241,271,372,28,44,214,161,0,17,214,161,722,448,220,234,0,17,0,17,0,17,0,17,469,393,33,38,20,31,13,21
1400000US53033025400,53033025400,"Census Tract 254, King County, Washington",7592,575,5927,615,3496,576,665,418,70,108,1234,515,0,17,0,17,462,305,0,17,462,305,1665,634,465,269,0,17,13,24,0,17,0,17,1102,608,85,85,45,72,40,50
1400000US53033025500,53033025500,"Census Tract 255, King County, Washington",4957,330,3677,272,2139,223,467,133,14,16,988,163,0,12,0,12,69,57,0,12,69,57,1280,271,399,311,0,12,17,29,0,12,0,12,845,312,19,30,19,30,0,12
1400000US53033025601,53033025601,"Census Tract 256.01, King County, Washington",5457,422,4341,468,1920,304,254,114,0,17,1559,193,231,342,81,93,296,138,0,17,296,138,1116,427,149,92,3,8,0,17,0,17,0,17,782,373,182,156,182,156,0,17
1400000US53033025602,53033025602,"Census Tract 256.02, King County, Washington",6153,330,5676,337,3570,300,140,138,12,19,1732,250,0,17,0,17,222,124,0,17,222,124,477,200,234,91,0,17,0,17,0,17,0,17,95,85,148,144,104,127,44,69
1400000US53033025701,53033025701,"Census Tract 257.01, King County, Washington",6004,394,5372,486,3067,390,789,167,13,21,841,274,104,111,0,17,558,230,0,17,558,230,632,360,324,289,51,60,44,66,0,17,21,34,189,221,3,10,0,17,3,10
1400000US53033025702,53033025702,"Census Tract 257.02, King County, Washington",3510,171,3430,184,2129,173,330,101,0,12,791,127,46,72,11,16,123,72,0,12,123,72,80,52,50,38,7,13,0,12,0,12,0,12,19,26,4,18,4,18,0,12
1400000US53033025803,53033025803,"Census Tract 258.03, King County, Washington",4719,447,3078,310,1773,231,416,145,17,19,476,167,53,54,0,12,343,181,14,29,329,178,1641,421,792,305,34,37,0,12,0,12,0,12,716,346,99,112,22,33,77,82
1400000US53033025804,53033025804,"Census Tract 258.04, King County, Washington",3628,333,3147,395,2002,338,278,210,0,12,561,302,16,23,8,12,282,193,0,12,282,193,481,310,167,180,0,12,0,12,0,12,0,12,314,259,0,12,0,12,0,12
1400000US53033025805,53033025805,"Census Tract 258.05, King County, Washington",5084,418,4189,473,2048,478,464,193,29,33,1253,355,119,173,6,10,270,185,0,17,270,185,895,221,218,197,11,17,0,17,20,29,0,17,440,186,206,142,116,112,90,71
1400000US53033025806,53033025806,"Census Tract 258.06, King County, Washington",5086,328,4962,335,1731,286,868,220,47,37,1533,278,224,230,0,17,559,291,25,40,534,287,124,71,95,64,11,16,0,17,10,16,0,17,8,12,0,17,0,17,0,17
1400000US53033026001,53033026001,"Census Tract 260.01, King County, Washington",5950,490,5423,522,2017,308,1277,268,0,17,1960,336,0,17,0,17,169,82,14,20,155,80,527,138,68,66,0,17,24,37,0,17,0,17,276,189,159,171,114,153,45,71
1400000US53033026002,53033026002,"Census Tract 260.02, King County, Washington",8590,716,7730,750,2092,445,2199,691,1,3,2584,664,4,10,0,17,850,486,0,17,850,486,860,387,481,352,27,37,0,17,1,3,0,17,54,43,297,260,47,54,250,256
1400000US53033026100,53033026100,"Census Tract 261, King County, Washington",8310,868,7139,578,1654,314,2278,530,43,41,2620,408,73,115,0,17,471,270,13,22,458,264,1171,734,302,262,0,17,0,17,0,17,0,17,869,777,0,17,0,17,0,17
1400000US53033026200,53033026200,"Census Tract 262, King County, Washington",5608,445,4816,596,2498,493,659,247,69,90,897,318,17,36,0,17,676,400,0,17,676,400,792,393,168,200,0,17,22,47,0,17,0,17,359,321,243,194,78,100,165,142
1400000US53033026300,53033026300,"Census Tract 263, King County, Washington",1641,149,1492,166,313,104,222,129,0,12,530,170,226,118,0,12,201,111,0,12,201,111,149,85,7,10,0,12,0,12,0,12,0,12,37,52,105,62,39,21,66,41
1400000US53033026400,53033026400,"Census Tract 264, King County, Washington",6174,591,4456,473,2316,458,712,290,43,38,724,351,193,237,0,17,468,276,0,17,468,276,1718,541,776,391,0,17,20,33,0,17,0,17,712,378,210,207,143,200,67,63
1400000US53033026500,53033026500,"Census Tract 265, King County, Washington",4236,469,3456,479,1268,159,769,278,8,16,828,309,110,148,0,12,473,329,0,12,473,329,780,241,163,135,46,50,0,12,16,26,0,12,266,172,289,324,222,324,67,65
1400000US53033026600,53033026600,"Census Tract 266, King County, Washington",2633,260,2047,230,1145,203,225,159,23,35,388,121,7,11,0,12,259,113,6,9,253,114,586,282,386,259,0,12,6,9,0,12,0,12,188,119,6,11,0,12,6,11
1400000US53033026700,53033026700,"Census Tract 267, King County, Washington",5251,394,4560,416,3310,364,150,180,99,99,466,240,268,312,0,17,267,198,0,17,267,198,691,298,70,67,0,17,94,164,0,17,0,17,437,439,90,111,0,17,90,111
1400000US53033026801,53033026801,"Census Tract 268.01, King County, Washington",5825,659,4009,677,1706,256,559,513,95,83,1036,358,384,295,0,17,229,161,8,16,221,163,1816,645,465,471,0,17,29,50,0,17,0,17,899,426,423,279,190,153,233,212
1400000US53033026802,53033026802,"Census Tract 268.02, King County, Washington",5155,554,3775,477,1820,290,470,246,5,13,1013,271,266,205,0,17,201,129,0,17,201,129,1380,366,741,355,31,39,0,17,10,15,11,18,548,274,39,37,39,37,0,17
1400000US53033027000,53033027000,"Census Tract 270, King County, Washington",3246,298,2505,269,1600,240,121,77,81,118,623,217,25,31,0,12,55,39,0,12,55,39,741,195,329,165,0,12,0,12,0,12,0,12,333,254,79,76,63,74,16,27
1400000US53033027100,53033027100,"Census Tract 271, King County, Washington",3448,413,2410,481,1642,417,403,236,8,14,232,281,62,71,0,12,63,56,0,12,63,56,1038,532,724,438,0,12,0,12,0,12,0,12,268,267,46,49,5,11,41,48
1400000US53033027200,53033027200,"Census Tract 272, King County, Washington",2608,200,1982,231,881,170,307,84,0,12,527,132,38,38,0,12,229,140,0,12,229,140,626,247,116,122,0,12,4,8,0,12,0,12,426,194,80,113,0,12,80,113
1400000US53033027300,53033027300,"Census Tract 273, King County, Washington",5846,377,4521,346,1695,247,620,197,30,35,1839,420,0,17,0,17,337,172,0,17,337,172,1325,335,689,387,7,13,74,89,0,17,0,17,489,263,66,54,58,53,8,12
1400000US53033027400,53033027400,"Census Tract 274, King County, Washington",4973,367,3892,341,2240,278,203,104,11,19,1172,277,27,27,0,12,239,102,9,14,230,98,1081,196,511,236,0,12,0,12,12,19,0,12,420,248,138,123,101,108,37,54
1400000US53033027500,53033027500,"Census Tract 275, King County, Washington",4926,354,3752,346,2521,318,228,130,29,31,586,238,20,22,6,10,362,222,21,31,341,219,1174,387,456,222,0,12,0,12,0,12,0,12,683,433,35,40,35,40,0,12
1400000US53033027600,53033027600,"Census Tract 276, King County, Washington",4818,318,3160,329,2471,309,288,219,60,52,315,115,0,12,0,12,26,28,0,12,26,28,1658,294,653,359,0,12,148,171,0,12,0,12,736,367,121,125,0,12,121,125
1400000US53033027701,53033027701,"Census Tract 277.01, King County, Washington",4890,341,4573,420,4376,425,5,10,0,12,132,144,0,12,0,12,60,68,0,12,60,68,317,250,260,228,0,12,0,12,0,12,0,12,34,48,23,35,23,35,0,12
1400000US53033027702,53033027702,"Census Tract 277.02, King County, Washington",4745,403,4601,415,4468,418,16,26,49,74,67,60,0,12,0,12,1,2,0,12,1,2,144,85,114,69,0,12,29,49,0,12,0,12,1,2,0,12,0,12,0,12
1400000US53033027800,53033027800,"Census Tract 278, King County, Washington",3404,186,3256,199,3016,221,24,36,0,12,87,55,25,39,7,11,97,92,0,12,97,92,148,100,127,90,0,12,0,12,0,12,0,12,21,34,0,12,0,12,0,12
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",8123,751,6538,687,4613,551,622,510,67,68,812,549,0,17,0,17,424,262,0,17,424,262,1585,633,897,586,84,122,35,41,0,17,0,17,299,305,270,192,57,54,213,188
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",4398,381,2853,287,1216,239,630,251,49,64,655,266,141,175,0,12,162,100,25,31,137,94,1545,477,726,448,7,11,0,12,0,12,0,12,712,392,100,116,0,12,100,116
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",2693,235,2334,241,566,129,960,181,42,46,567,160,47,45,0,12,152,115,0,12,152,115,359,155,168,101,0,12,0,12,0,12,0,12,122,107,69,78,44,58,25,23
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",5005,427,4091,400,1294,315,1274,445,9,16,948,321,135,206,103,160,328,176,0,17,328,176,914,354,398,299,0,17,8,12,0,17,11,18,424,326,73,74,11,17,62,73
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",5143,376,4456,333,2147,205,581,208,29,39,1390,219,0,17,0,17,309,227,138,197,171,103,687,263,379,297,0,17,17,31,0,17,0,17,145,82,146,134,38,40,108,133
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",5090,450,4557,460,1459,258,1563,277,24,38,877,379,0,17,84,127,550,281,54,86,496,275,533,284,213,182,0,17,0,17,10,16,0,17,310,253,0,17,0,17,0,17
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",5362,424,4554,437,1864,269,1371,427,55,70,677,412,341,325,16,26,230,164,0,17,230,164,808,370,84,175,0,17,0,17,0,17,40,65,585,392,99,102,17,27,82,95
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",3999,319,3236,315,1890,283,546,261,0,12,457,164,0,12,0,12,343,186,0,12,343,186,763,266,301,93,0,12,76,121,0,12,0,12,312,239,74,69,0,12,74,69
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",6360,158,6102,208,5500,295,0,17,0,17,486,210,0,17,35,47,81,127,0,17,81,127,258,138,229,136,0,17,0,17,12,32,0,17,10,18,7,14,7,14,0,17
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",5084,338,4479,323,3450,331,223,130,15,17,413,226,163,119,0,17,215,146,0,17,215,146,605,208,408,174,0,17,0,17,0,17,0,17,93,66,104,82,63,69,41,40
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",3032,305,2274,253,1497,191,201,102,30,39,283,162,124,164,0,12,139,110,0,12,139,110,758,231,515,169,0,12,15,27,0,12,0,12,207,167,21,29,21,29,0,12
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",6954,529,5617,545,1950,290,2012,501,22,34,930,254,269,310,0,17,434,185,13,21,421,185,1337,452,928,373,0,17,34,53,0,17,0,17,319,275,56,57,10,17,46,55
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",3186,225,2916,261,2174,297,99,96,21,25,235,121,53,47,0,12,334,206,0,12,334,206,270,176,194,154,0,12,0,12,0,12,0,12,61,92,15,21,15,21,0,12
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",7163,776,4574,837,2114,317,673,330,16,28,1171,743,380,329,14,23,206,125,0,17,206,125,2589,679,240,265,0,17,16,26,0,17,0,17,2248,691,85,114,18,34,67,110
1400000US53033029001,53033029001,"Census Tract 290.01, King County, Washington",4710,350,4201,386,3183,324,187,183,0,12,400,148,59,75,0,12,372,195,0,12,372,195,509,289,301,219,0,12,0,12,0,12,0,12,198,246,10,18,0,12,10,18
1400000US53033029003,53033029003,"Census Tract 290.03, King County, Washington",5700,529,4634,511,2452,340,748,330,55,70,1185,400,0,17,0,17,194,126,0,17,194,126,1066,433,540,365,0,17,0,17,0,17,0,17,240,148,286,154,143,114,143,152
1400000US53033029004,53033029004,"Census Tract 290.04, King County, Washington",3938,345,2319,332,1188,239,595,190,36,60,241,206,108,148,0,12,151,116,0,12,151,116,1619,337,693,299,135,118,0,12,0,12,9,13,677,319,105,90,71,71,34,59
1400000US53033029101,53033029101,"Census Tract 291.01, King County, Washington",3288,277,3103,276,1447,192,656,197,0,12,799,132,12,18,11,17,178,121,0,12,178,121,185,120,123,81,0,12,0,12,0,12,0,12,0,12,62,85,0,12,62,85
1400000US53033029102,53033029102,"Census Tract 291.02, King County, Washington",4358,359,3638,301,2069,254,591,173,0,12,718,216,10,17,0,12,250,183,0,12,250,183,720,192,342,209,0,12,35,80,0,12,12,19,263,203,68,79,47,41,21,44
1400000US53033029203,53033029203,"Census Tract 292.03, King County, Washington",4198,403,3131,425,1608,310,577,173,134,85,299,123,75,62,11,23,427,137,0,12,427,137,1067,371,475,246,21,29,153,171,0,12,0,12,384,266,34,31,12,23,22,31
1400000US53033029204,53033029204,"Census Tract 292.04, King County, Washington",7229,732,5884,446,3250,404,751,246,210,168,1406,332,0,17,0,17,267,324,0,17,267,324,1345,704,293,235,163,260,17,28,41,68,0,17,693,579,138,111,137,111,1,2
1400000US53033029205,53033029205,"Census Tract 292.05, King County, Washington",4549,348,3377,394,2157,340,518,166,12,21,517,139,59,71,0,12,114,96,0,12,114,96,1172,356,126,104,42,51,331,280,0,12,0,12,547,411,126,98,60,62,66,78
1400000US53033029206,53033029206,"Census Tract 292.06, King County, Washington",4396,350,2951,328,1422,263,547,221,33,31,329,115,359,217,0,12,261,145,0,12,261,145,1445,332,874,357,22,36,10,15,0,12,0,12,523,287,16,18,8,13,8,12
1400000US53033029303,53033029303,"Census Tract 293.03, King County, Washington",7423,457,6886,473,3303,263,1014,313,21,24,1845,386,212,276,17,47,474,208,12,21,462,205,537,276,155,90,20,32,32,51,0,17,0,17,176,154,154,103,134,102,20,25
1400000US53033029304,53033029304,"Census Tract 293.04, King County, Washington",5082,314,4461,314,2694,230,255,104,14,20,1259,224,0,17,15,24,224,134,0,17,224,134,621,258,226,195,0,17,0,17,0,17,55,82,340,271,0,17,0,17,0,17
1400000US53033029305,53033029305,"Census Tract 293.05, King County, Washington",4215,347,3730,479,2066,412,144,212,0,12,1044,333,257,292,0,12,219,187,0,12,219,187,485,339,299,215,0,12,0,12,14,21,0,12,172,256,0,12,0,12,0,12
1400000US53033029306,53033029306,"Census Tract 293.06, King County, Washington",3443,332,3259,350,1858,245,192,150,17,27,986,203,76,116,0,12,130,83,0,12,130,83,184,125,108,74,0,12,0,12,0,12,0,12,68,95,8,12,0,12,8,12
1400000US53033029307,53033029307,"Census Tract 293.07, King County, Washington",4219,330,4097,361,2740,240,48,38,95,125,1001,281,5,11,0,12,208,126,0,12,208,126,122,146,48,60,0,12,0,12,0,12,0,12,73,113,1,3,0,12,1,3
1400000US53033029403,53033029403,"Census Tract 294.03, King County, Washington",5746,309,5011,359,2109,290,506,257,8,13,2083,279,42,64,0,17,263,245,0,17,263,245,735,235,88,111,0,17,90,133,0,17,0,17,533,247,24,25,12,18,12,18
1400000US53033029405,53033029405,"Census Tract 294.05, King County, Washington",5706,404,5288,399,3186,238,365,166,6,12,1241,292,125,201,8,12,357,209,122,168,235,129,418,144,104,95,0,17,0,17,10,17,0,17,274,134,30,28,6,10,24,26
1400000US53033029406,53033029406,"Census Tract 294.06, King County, Washington",5222,359,4906,381,2092,221,669,278,60,58,1882,348,0,17,8,13,195,120,40,45,155,113,316,90,67,66,0,17,0,17,86,101,0,17,141,70,22,25,22,25,0,17
1400000US53033029407,53033029407,"Census Tract 294.07, King County, Washington",4697,351,4010,358,2285,410,453,187,0,12,1013,314,58,85,0,12,201,128,0,12,201,128,687,268,203,152,0,12,0,12,7,11,0,12,437,227,40,36,26,32,14,15
1400000US53033029408,53033029408,"Census Tract 294.08, King County, Washington",4109,301,2822,286,1439,256,378,178,0,12,827,147,54,67,18,28,106,70,0,12,106,70,1287,343,373,285,47,54,0,12,0,12,0,12,800,311,67,60,44,49,23,35
1400000US53033029502,53033029502,"Census Tract 295.02, King County, Washington",7671,549,7173,532,3674,275,792,345,51,63,1951,643,400,343,10,18,295,133,13,20,282,129,498,172,403,234,13,21,0,17,0,17,0,17,82,105,0,17,0,17,0,17
1400000US53033029503,53033029503,"Census Tract 295.03, King County, Washington",8546,745,6880,820,2995,495,1417,576,0,17,1989,712,175,182,0,17,304,139,0,17,304,139,1666,563,783,466,0,17,93,128,0,17,0,17,636,343,154,101,87,86,67,53
1400000US53033029504,53033029504,"Census Tract 295.04, King County, Washington",5970,655,4678,628,2178,393,1186,372,0,17,1032,361,0,17,0,17,282,164,20,44,262,170,1292,557,513,362,0,17,0,17,0,17,0,17,676,380,103,79,15,35,88,64
1400000US53033029601,53033029601,"Census Tract 296.01, King County, Washington",6914,530,6329,555,2943,616,1016,480,70,96,1840,412,0,17,0,17,460,299,0,17,460,299,585,206,290,162,78,130,16,26,29,48,0,17,119,124,53,63,43,57,10,17
1400000US53033029602,53033029602,"Census Tract 296.02, King County, Washington",6298,404,5953,418,4076,328,266,94,7,10,1261,256,53,70,0,17,290,128,0,17,290,128,345,89,159,73,0,17,0,17,0,17,0,17,60,43,126,83,45,61,81,71
1400000US53033029700,53033029700,"Census Tract 297, King County, Washington",8051,838,6909,881,5004,795,787,531,103,103,670,494,0,17,0,17,345,202,15,24,330,198,1142,624,426,363,36,42,0,17,0,17,0,17,658,558,22,28,7,15,15,24
1400000US53033029801,53033029801,"Census Tract 298.01, King County, Washington",9466,869,7913,808,4748,574,771,255,83,81,1112,374,238,214,0,17,961,505,0,17,961,505,1553,546,458,248,0,17,0,17,0,17,0,17,954,500,141,108,93,94,48,58
1400000US53033029802,53033029802,"Census Tract 298.02, King County, Washington",9297,1066,7444,1074,5068,1013,696,416,60,58,988,293,175,152,0,17,457,206,0,17,457,206,1853,872,710,637,0,17,0,17,0,17,27,46,909,644,207,236,0,17,207,236
1400000US53033029901,53033029901,"Census Tract 299.01, King County, Washington",4610,323,4262,289,3069,262,411,231,44,40,544,132,0,12,19,32,175,103,0,12,175,103,348,134,314,132,0,12,0,12,0,12,0,12,26,39,8,12,0,12,8,12
1400000US53033029902,53033029902,"Census Tract 299.02, King County, Washington",4092,368,3938,364,2562,382,437,255,0,12,486,134,54,55,14,16,385,178,0,12,385,178,154,109,45,36,0,12,0,12,0,12,0,12,56,52,53,70,0,12,53,70
1400000US53033030003,53033030003,"Census Tract 300.03, King County, Washington",6295,681,4956,707,3181,469,343,201,27,32,570,217,152,200,64,78,619,373,0,17,619,373,1339,404,334,302,0,17,0,17,0,17,0,17,970,567,35,39,10,21,25,34
1400000US53033030004,53033030004,"Census Tract 300.04, King County, Washington",8302,809,5754,692,2588,575,1134,393,0,17,912,441,757,469,104,181,259,194,0,17,259,194,2548,996,1105,725,0,17,19,30,28,47,0,17,1293,812,103,133,73,89,30,48
1400000US53033030005,53033030005,"Census Tract 300.05, King County, Washington",5632,346,3464,361,1706,276,502,247,11,17,740,291,179,232,11,17,315,140,0,17,315,140,2168,360,870,310,12,17,0,17,0,17,0,17,1178,392,108,77,75,55,33,39
1400000US53033030006,53033030006,"Census Tract 300.06, King County, Washington",4109,397,2896,337,1337,291,852,203,0,12,390,128,176,148,0,12,141,104,0,12,141,104,1213,307,584,270,0,12,35,41,9,15,14,14,522,231,49,49,33,43,16,18
1400000US53033030100,53033030100,"Census Tract 301, King County, Washington",7934,457,7177,540,5508,448,381,345,0,17,794,395,160,179,21,31,313,210,0,17,313,210,757,308,397,371,13,44,23,37,0,17,0,17,324,260,0,17,0,17,0,17
1400000US53033030201,53033030201,"Census Tract 302.01, King County, Washington",5676,583,4461,281,2944,323,341,141,0,17,720,208,0,17,9,15,447,201,0,17,447,201,1215,535,481,331,0,17,0,17,0,17,9,14,559,413,166,199,14,24,152,197
1400000US53033030202,53033030202,"Census Tract 302.02, King County, Washington",6625,522,5975,506,3292,640,841,454,72,62,985,313,32,40,30,54,723,401,0,17,723,401,650,273,206,139,83,132,0,17,0,17,12,21,327,204,22,35,0,17,22,35
1400000US53033030304,53033030304,"Census Tract 303.04, King County, Washington",3644,257,2933,336,1950,402,175,171,0,12,679,230,0,12,0,12,129,75,0,12,129,75,711,355,460,253,0,12,0,12,0,12,0,12,42,52,209,230,44,50,165,189
1400000US53033030305,53033030305,"Census Tract 303.05, King County, Washington",5250,383,4722,406,3188,398,483,167,15,24,859,203,1,4,0,17,176,128,29,40,147,123,528,198,395,287,109,125,0,17,0,17,0,17,24,31,0,17,0,17,0,17
1400000US53033030306,53033030306,"Census Tract 303.06, King County, Washington",5803,326,5071,317,3405,266,548,120,130,103,657,140,0,17,0,17,331,188,0,17,331,188,732,201,433,205,0,17,0,17,0,17,0,17,264,186,35,47,35,47,0,17
1400000US53033030308,53033030308,"Census Tract 303.08, King County, Washington",6575,539,5430,449,3028,377,611,363,42,65,927,309,459,295,0,17,363,293,0,17,363,293,1145,541,571,388,0,17,0,17,52,83,0,17,417,354,105,129,97,128,8,15
1400000US53033030309,53033030309,"Census Tract 303.09, King County, Washington",5793,426,5254,450,2702,318,1232,398,20,34,577,252,17,30,0,17,706,270,0,17,706,270,539,150,401,156,0,17,0,17,0,17,0,17,103,134,35,44,0,17,35,44
1400000US53033030310,53033030310,"Census Tract 303.10, King County, Washington",6206,466,5436,478,2936,385,262,135,9,15,1719,239,0,17,10,16,500,297,17,21,483,296,770,252,375,331,62,59,0,17,0,17,0,17,235,173,98,106,84,104,14,23
1400000US53033030311,53033030311,"Census Tract 303.11, King County, Washington",5577,335,3979,316,2471,186,480,137,34,48,564,238,59,43,37,40,334,157,0,17,334,157,1598,314,1045,285,12,19,59,77,0,17,0,17,228,173,254,151,50,61,204,167
1400000US53033030312,53033030312,"Census Tract 303.12, King County, Washington",5008,379,4332,364,2676,373,550,195,48,56,574,248,132,156,9,15,343,134,0,17,343,134,676,162,569,187,0,17,10,15,0,17,0,17,97,96,0,17,0,17,0,17
1400000US53033030313,53033030313,"Census Tract 303.13, King County, Washington",3747,395,2918,354,1562,299,417,200,10,13,510,238,184,101,0,12,235,123,0,12,235,123,829,428,630,403,0,12,0,12,0,12,0,12,129,166,70,64,25,40,45,52
1400000US53033030314,53033030314,"Census Tract 303.14, King County, Washington",4340,367,3684,373,1898,251,505,296,15,21,1020,403,0,12,0,12,246,160,0,12,246,160,656,213,310,202,0,12,0,12,0,12,0,12,317,216,29,48,0,12,29,48
1400000US53033030401,53033030401,"Census Tract 304.01, King County, Washington",9736,635,8666,861,5635,840,798,487,496,418,1095,491,135,188,0,17,507,260,0,17,507,260,1070,498,646,421,0,17,107,130,0,17,0,17,240,252,77,105,16,27,61,101
1400000US53033030403,53033030403,"Census Tract 304.03, King County, Washington",4495,251,4006,385,2985,405,187,129,22,34,686,119,0,12,0,12,126,66,0,12,126,66,489,280,170,130,103,156,9,14,0,12,0,12,64,89,143,210,143,210,0,12
1400000US53033030404,53033030404,"Census Tract 304.04, King County, Washington",4930,285,4552,241,3988,299,67,75,74,66,244,127,0,12,37,60,142,111,0,12,142,111,378,250,199,176,0,12,0,12,0,12,0,12,42,32,137,179,137,179,0,12
1400000US53033030501,53033030501,"Census Tract 305.01, King County, Washington",1762,147,1686,145,1130,177,107,61,0,12,144,65,181,140,0,12,124,65,0,12,124,65,76,61,49,49,0,12,0,12,0,12,0,12,27,32,0,12,0,12,0,12
1400000US53033030503,53033030503,"Census Tract 305.03, King County, Washington",5942,556,4726,566,3263,327,494,314,81,81,468,237,150,189,0,17,270,143,0,17,270,143,1216,525,622,202,0,17,34,51,0,17,0,17,426,468,134,200,23,44,111,158
1400000US53033030504,53033030504,"Census Tract 305.04, King County, Washington",4396,337,3803,351,2792,298,353,172,47,64,291,156,64,62,0,12,256,129,0,12,256,129,593,230,462,250,0,12,0,12,5,10,0,12,120,140,6,10,0,12,6,10
1400000US53033030600,53033030600,"Census Tract 306, King County, Washington",5874,803,4451,461,3209,485,135,108,117,110,527,208,74,87,66,74,323,242,0,17,323,242,1423,817,1381,832,0,17,0,17,0,17,0,17,13,22,29,50,0,17,29,50
1400000US53033030700,53033030700,"Census Tract 307, King County, Washington",3916,302,3335,273,2470,324,129,158,24,25,219,152,47,65,0,12,446,188,0,12,446,188,581,168,539,184,0,12,4,11,0,12,0,12,1,3,37,57,0,12,37,57
1400000US53033030801,53033030801,"Census Tract 308.01, King County, Washington",7126,518,4015,544,3020,493,350,192,156,105,125,119,289,346,11,21,64,64,0,17,64,64,3111,654,1333,717,114,149,46,45,0,17,0,17,1076,525,542,353,257,314,285,283
